S/N,Order #,Tracking #,AWB,Carrier,Company,Order Sources,Creation Date,Pending Since,Delivery Date
"140",="260115331FF54D","CLL3MNE115643954","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"141",="260115331UX37V","CLL3MNE115643974","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"142",="26011532YFK1YE","CLL3MNE115643976","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"143",="26011532XBC8MS","CLL3MNE115643989","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"144",="26011532Y28B44","CLL3MNE115644007","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"145",="260115332QJTFE","CLL3MNE115644013","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"146",="26011533DQEBYA","CLL3MNE115644021","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"147",="260115333Q1S7N","CLL3MNE115644040","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"148",="26011532J951FK","CLL3MNE115644051 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"149",="2601153315X8AP","CLL3MNE115644055","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"150",="26011532JEUBK3","CLL3MNE115644060 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"151",="26011532JGQ2MF","CLL3MNE115644094 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"152",="26011532JFU4UG","CLL3MNE115644105 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"153",="260115333VR9J4","CLL3MNE115644109","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"154",="26011532WGPA16","CLL3MNE115644114","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"155",="2601153371TQKU","CLL3MNE115644119","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"156",="260115330MSDNE","CLL3MNE115644121","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"157",="260115330TFTJD","CLL3MNE115644127","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"158",="260115337F65WM","CLL3MNE115644131","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"159",="2601153307E2AC","CLL3MNE115644133","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"160",="260115338Q7NRY","CLL3MNE115644134","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"161",="260115335J5HJE","CLL3MNE115644140","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"162",="260115338HFD25","CLL3MNE115644145","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"163",="2601153363AY3Y","CLL3MNE115644155","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"164",="260115334REF8D","CLL3MNE115644160","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"165",="260115338DNGBQ","CLL3MNE115644161","","J&T","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"166",="260115337QRQ2Y","CLL3MNE115644163","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"167",="2601153339MDEB","CLL3MNE115644168","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"168",="26011532K2V7BB","CLL3MNE115644171 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"169",="260115335G6ET4","CLL3MNE115644172","","J&T","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"170",="260115334W6X2Y","CLL3MNE115644176","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"171",="260115334HQSS8","CLL3MNE115644183","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"172",="26011532NMU3YP","CLL3MNE115644187 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"173",="26011532JQDQE7","CLL3MNE115644191 $","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"174",="2601153303JWPW","CLL3MNE115644198","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"175",="26011532Y0BECR","CLL3MNE115644197","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"176",="26011532K7N4Q3","CLL3MNE115644202 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"177",="26011532MR9GWX","CLL3MNE115644209 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"178",="26011532QMTCY3","CLL3MNE115644217 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"179",="26011532QB9BEX","CLL3MNE115644223 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"180",="26011532TP0PBY","CLL3MNE115644228 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"181",="26011533DDVFHV","CLL3MNE115644240","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"182",="26011533CAMC5U","CLL3MNE115644241","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"183",="26011532TVPUD5","CLL3MNE115644244 $","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"184",="26011532U5BEC6","CLL3MNE115644246 $","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"185",="26011532K8K7TE","CLL3MNE115644252 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"186",="26011533DY1G0W","CLL3MNE115644251","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"187",="260115338CQR7D","CLL3MNE115644259","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"188",="26011532REH91T","CLL3MNE115644265 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"189",="26011532S7B5J2","CLL3MNE115644267 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"190",="26011533D5BSJA","CLL3MNE115644271","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"191",="26011532UEUTG9","CLL3MNE115644272 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"192",="26011532R7T5SD","CLL3MNE115644280 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"193",="26011532W55SUN","CLL3MNE115644285 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"194",="26011532UQDQ2S","CLL3MNE115644289 $","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"195",="26011533BNKT9P","CLL3MNE115644294","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"196",="26011532SFV2YG","CLL3MNE115644296 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"197",="26011532VCCC56","CLL3MNE115644297 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"198",="26011533E6RCRF","CLL3MNE115644298","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"199",="26011533A34GD4","CLL3MNE115644299","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"200",="260115339VD6JC","CLL3MNE115644303","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"201",="26011533EPXAK3","CLL3MNE115644311","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"202",="26011532VTRGPD","CLL3MNE115644313 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"203",="26011533D68B43","CLL3MNE115644323","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"204",="26011533E9H6RA","CLL3MNE115644324","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"205",="26011533A9R36A","CLL3MNE115644326","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"206",="26011532RXQ488","CLL3MNE115644328 $","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"207",="26011532SVASSQ","CLL3MNE115644336 $","","J&T","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"208",="26011532USANWV","CLL3MNE115644338 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"209",="26011532REGVW9","CLL3MNE115644340 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"210",="26011532SW7RTV","CLL3MNE115644344 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"211",="26011533F2AMC2","CLL3MNE115644351","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"212",="26011532XMVJAD","CLL3MNE115644354 $","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"213",="26011532S79ABH","CLL3MNE115644356 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"214",="26011533B0PTHV","CLL3MNE115644357","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"215",="26011533JTHQ0M","CLL3MNE115644377","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"216",="26011532WKH6EY","CLL3MNE115644385 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"217",="26011533HWXBST","CLL3MNE115644393","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"218",="26011532WNEDGC","CLL3MNE115644395 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"219",="26011532WYXWN4","CLL3MNE115644396 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"220",="26011533JNRP0U","CLL3MNE115644398","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"221",="26011533KHEPC4","CLL3MNE115644405","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"222",="2601153301QJ51","CLL3MNE115644404 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"223",="26011532XYBYY8","CLL3MNE115644407 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"224",="26011533EYGH1C","CLL3MNE115644413","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"225",="26011533G6N6PE","CLL3MNE115644414","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"226",="26011532XNT8NU","CLL3MNE115644415 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"227",="26011533DJNT47","CLL3MNE115644419","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"228",="26011533132RDM","CLL3MNE115644426 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"229",="260115331UUFSQ","CLL3MNE115644428 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"230",="26011533HV1R5K","CLL3MNE115644429","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"231",="26011532WPCJYY","CLL3MNE115644433 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"232",="26011533KK9DXY","CLL3MNE115644432","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"233",="26011533G5N3CU","CLL3MNE115644434","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"234",="26011532WS8HQE","CLL3MNE115644445 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"235",="260115331DJFW0","CLL3MNE115644448 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"236",="26011533JPQDNG","CLL3MNE115644449","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"237",="26011532WNCXE7","CLL3MNE115644455 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"238",="2601153318TPM6","CLL3MNE115644470 $","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"239",="26011532X9FRF3","CLL3MNE115644479 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"240",="2601153326BSCF","CLL3MNE115644482 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"241",="26011533RX0J8T","CLL3MNE115644549","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"242",="26011533NTV75S","CLL3MNE115644557","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"243",="260115337BCSH0","CLL3MNE115644563 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"244",="260115338BTCQU","CLL3MNE115644568 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"245",="260115337J0V4J","CLL3MNE115644571 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"246",="26011533RGN5PK","CLL3MNE115644575","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"247",="260115336DSR7D","CLL3MNE115644577 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"248",="26011533880U71","CLL3MNE115644583 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","11 hrs ago","15 Jan, 2026 11AM - 8PM"
"249",="26011533D79704","CLL3MNE115644735 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"250",="26011533DHS1TP","CLL3MNE115644755 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"251",="26011533AHC1PG","CLL3MNE115644777 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"252",="26011533X3WY6U","CLL3MNE115644784","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"253",="26011533V35NUN","CLL3MNE115644788","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"254",="26011533WKR693","CLL3MNE115644791","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"255",="260115339B8CRS","CLL3MNE115644794 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"256",="26011533E00TD3","CLL3MNE115644807 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"257",="260115339THB8K","CLL3MNE115644811 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"258",="26011533QRT66W","CLL3MNE115644814","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"259",="260115339A9K34","CLL3MNE115644815 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"260",="26011533HHJ0WB","CLL3MNE115644819","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"261",="260115344TGENJ","CLL3MNE115644910","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
